Albania,Argentina,Bahrain,Bangladesh,Benin,Botswana,Brazil,Bulgaria,Burundi,Cameroon,Canada,Chile,China,Colombia,Costa_Rica,Denmark,Dominican_Republic,Ecuador,El_Salvador,Finland,France,Gabon,Ghana,Greece,Guatemala,Guinea,Honduras,India,Israel,Italy,Jamaica,Jordan,Kenya,Kuwait,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Nepal,Netherlands,Niger,Nigeria,Norway,Oman,Pakistan,Panama,Peru,Philippines,Portugal,Saudi_Arabia,Senegal,Sierra_Leone,Singapore,South_Africa,Spain,Sri_Lanka,Sudan,Sweden,Switzerland,Thailand,Togo,Turkey,Uganda,United_Kingdom,United_States,Uruguay
-0.29789367,0.44528976,-0.051756047,-0.13827513,-0.45349988,0.094553664,-0.23444614,0.2240091,-0.3181834,0.2905654,0.26290601,-0.42914194,0.22991458,0.077557996,0.18865769,-0.21620059,-0.045037214,0.36571112,-0.4119419,0.51716894,-0.012103393,0.5667338,0.30281633,-0.14333263,-0.49730822,-0.3910349,-0.5060245,-0.3053437,-0.32211518,0.04593419,-0.42737305,0.32499978,0.29433748,-0.5364559,-0.33883005,-0.052251965,0.42483935,0.036524165,0.391258,0.24893266,0.31204024,-0.42149988,0.124742225,-0.18470678,-0.20676424,-0.031133644,0.27737227,0.24669293,0.13175702,0.3037631,0.2987081,-0.22510856,0.31760684,-0.4962081,-0.10148459,0.014077342,-0.14490944,0.3834097,0.23003688,0.39389822,-0.208912,0.53309005,0.1702714,-0.3640603,0.3418995,0.50288004,-0.35315362,-0.2990129,-0.27138796,0.118375584,0.42511466
0.04648645,-0.3051143,0.031449202,0.0045716967,0.24844411,-0.369511,0.4888024,0.3957533,0.34558934,-0.024230944,0.4079984,-0.25314012,0.1956171,-0.3556972,0.40712586,-0.046350364,-0.44136018,-0.42782286,0.4253442,-0.40465286,-0.1305249,0.38683093,0.41580707,0.38295716,-0.30319095,-0.19567774,0.29591766,0.2805459,0.28527114,-0.19735512,0.023843901,0.14298366,-0.2578797,0.25068402,-0.33925843,-0.4718122,0.4261991,0.4246187,0.27614996,0.4746741,-0.32747868,0.3101764,-0.40804228,0.20233874,0.013178107,-0.5116412,0.4604809,0.27516046,-0.49084386,0.28477383,-0.2582943,0.39777625,-0.4586877,-0.31567374,-0.33269486,0.45525268,-0.3418935,0.34127164,0.027158145,0.44511637,0.110355884,-0.05838011,-0.50505537,0.35487264,0.028056048,0.16641964,0.3167022,0.12894186,-0.24617383,-0.38380548,0.09163038
0.07063219,-0.4413862,-0.42662567,0.19616266,-0.39749157,0.5289412,-0.04612058,-0.32331568,-0.1490391,-0.03709742,0.47592387,-0.46404147,0.1679008,-0.38361537,0.5098169,0.34001943,-0.21180682,-0.35117632,0.2877504,0.5131928,-0.47185993,-0.0011122379,0.3400041,-0.38703832,0.3174524,-0.09596781,0.4695373,0.43205,-0.28207758,0.2978319,-0.46498874,0.3420649,-0.23233275,0.12741426,0.42163196,-0.43849173,-0.28322217,0.46553397,-0.49452612,-0.16939001,0.10899235,0.15094352,0.52054024,0.16387376,-0.17619434,-0.20446835,-0.09798718,0.27102503,0.2326912,0.2116743,-0.2257563,-0.33415544,0.40262806,-0.015156996,0.33971205,0.25064433,-0.21880943,0.4874121,0.3181472,0.4125758,-0.27718195,0.1705917,0.15199836,-0.22688341,0.2674439,0.32623833,0.24118407,0.41084254,0.19133721,-0.26583627,0.051908948
0.102896385,-0.3676001,0.22365904,-0.066279955,0.055227235,-0.17571044,-0.48505282,-0.33459738,0.044219784,-0.31206727,0.30127743,-0.46966487,-0.06496232,-0.29830283,-0.4209909,-0.2132141,-0.34045288,-0.18699214,-0.040019564,0.14189588,-0.4602498,-0.29919568,0.42062068,-0.23243225,-0.06349475,0.43297577,0.25722957,-0.31329152,-0.13901049,-0.08956613,0.4317657,0.33929384,0.24869524,-0.33992627,-0.34000173,-0.18935363,-0.013086499,-0.33308277,0.5069697,-0.09128383,0.4579745,0.3234522,0.028718868,0.29902002,-0.45802093,0.11196352,0.11929956,0.3613446,0.3791391,0.08904619,-0.503045,-0.026964664,0.06690998,0.30703807,0.41388768,-0.4091006,-0.1616243,0.33927104,0.42090467,-0.23405267,0.43276078,0.12541257,-0.37135917,0.08764259,-0.41804647,0.5049886,0.34955582,-0.09860994,-0.19532639,-0.00867181,0.119580895
0.18747763,0.23151974,0.2612758,-0.44040933,0.22665277,-0.03826274,0.15750842,0.27982813,0.3643769,0.38719833,-0.29397646,0.44768286,-0.34054554,-0.35516238,0.30646214,0.491964,-0.22541666,0.06646564,0.5471954,0.47605625,0.16608025,-0.040396683,0.5204096,0.2627975,0.012057855,-0.10520334,0.4715586,-0.49284327,0.17763686,0.15421289,0.27346724,0.14853293,-0.28043157,-0.1306346,-0.04708085,-0.2496129,0.1141444,0.3528925,0.43229657,0.42682242,-0.528404,0.11480787,-0.13079931,-0.20354623,-0.16122101,-0.07487416,0.111957245,-0.4644384,-0.26825106,0.21966402,-0.44271865,0.41965306,0.14357857,-0.33396116,-0.36746594,-0.25566435,-0.4825792,0.38046372,0.11428559,-0.52662367,0.18093488,0.25951758,0.22970742,0.14613822,-0.25590113,0.33956614,0.38041112,-0.43832198,-0.3058675,-0.40960237,-0.10054569
0.4879757,0.45927516,-0.012023505,-0.06046681,0.05062332,-0.1355853,-0.22573194,0.22742036,0.48756889,-0.008731321,0.121762335,-0.14271015,-0.27768576,0.15027373,-0.25250944,0.19569747,-0.066054344,-0.3776339,-0.4653436,0.28400666,0.10475475,0.4106832,-0.13266833,0.37489802,-0.007826517,-0.30156532,-0.49854383,0.05024846,0.010053167,-0.38800305,0.1760948,-0.051687304,0.1120159,-0.31014004,-0.34679943,0.43607432,0.39993146,0.27784005,-0.25689358,-0.22011162,-0.22236726,0.18522185,0.17728631,-0.3941331,0.4109197,-0.4763264,-0.3360045,-0.0022149638,-0.31452575,-0.07352595,-0.18255231,0.19001295,-0.44084597,0.34942013,-0.3303161,-0.43278268,0.47372758,-0.4565128,0.4311976,0.24728318,0.39358443,0.4699087,-0.050900463,0.085617915,-0.32726428,-0.2794319,-0.03187084,-0.25447592,-0.054635677,-0.52482957,-0.43146092
0.21153226,-0.15875123,-0.105833426,0.24134347,0.3383364,-0.26490334,-0.37314573,-0.25082347,-0.2567239,0.5158901,-0.49459392,-0.32449156,-0.20571958,0.21165162,-0.17807701,-0.25177863,-0.28801358,-0.0284936,0.028273495,0.34246123,-0.5105626,0.016225051,-0.11080538,0.02833556,0.5115773,0.2858691,-0.4027745,0.06861534,-0.50641054,-0.033208,0.030367497,-0.14535907,-0.5146636,-0.13094114,-0.46776786,0.21498306,-0.3607739,0.35555544,0.14930315,0.1426432,-0.30543822,-0.2502224,-0.41411993,-0.5425609,-0.49820116,0.0017215561,0.30825487,0.31763765,-0.28300032,-0.12634218,0.17757152,0.16243166,0.27928886,0.17849757,-0.42287523,-0.43010524,0.21622056,-0.22292155,-0.39950815,-0.23547582,-0.014599118,-0.22604941,0.46789098,0.42508852,-0.367034,-0.31178617,0.32600763,0.36219388,-0.24316831,-0.13403523,-0.5038954
0.16401781,-0.28394577,0.034470405,-0.2753987,-0.11624843,-0.50264895,-0.2816485,-0.33592975,-0.15832844,-0.23963284,-0.49423087,0.19456674,0.023667427,0.09121071,0.0427854,0.099034846,-0.39360985,0.41016117,0.024949871,0.40565947,0.17509082,-0.087083206,-0.0028788266,-0.23494576,-0.07915888,-0.091206364,-0.2746966,0.38879663,0.27886894,0.3067978,-0.071923874,0.30562282,-0.24447754,0.33514842,0.42270616,0.51065415,0.32097554,-0.21025015,0.0025353201,0.09736242,0.08994458,0.030517122,0.03149642,-0.38411847,0.3208824,-0.121300176,0.10707,-0.14802435,-0.24642225,-0.33616325,-0.08530862,0.43107793,-0.43575418,0.38218865,-0.52999264,0.4997752,0.49677396,0.32926992,-0.36727405,-0.18765286,0.488338,-0.03294503,0.2909753,0.2304818,0.10309588,0.32998988,-0.32339397,-0.013099841,0.043923356,-0.15138073,0.091473244
-0.26263937,-0.45137653,0.38339818,0.4284066,-0.24730045,-0.22609311,0.4112548,0.27247855,-0.15523309,0.32860833,-0.13389507,-0.14481595,0.08627354,-0.039437458,-0.5457222,-0.2916036,0.32615438,0.011828635,-0.35571596,0.51326054,0.049925186,-0.20786285,-0.19526824,-0.18515468,-0.16076827,-0.21301368,-0.2815152,-0.36349458,0.33361092,0.02688533,0.046907365,0.24557595,0.17124075,0.06538086,-0.04293886,0.5195189,-0.29797643,-0.24735798,-0.1609053,0.3254475,0.48291916,0.2018928,-0.36326796,0.18972084,-0.32518962,0.49679723,0.17131239,-0.007346942,-0.5277396,0.44608745,0.01019171,-0.15257756,-0.12960976,-0.39091507,-0.142163,-0.17160986,-0.518712,0.50281656,-0.036667105,0.4786167,-0.09812623,0.29823598,-0.26569033,0.39984882,0.44492808,0.20706192,0.4197565,-0.45017868,-0.42275834,-0.47836423,0.4899461
0.2913472,-0.16558735,0.42769748,-0.46427897,-0.54280597,0.26412684,-0.04256002,-0.2926515,-0.24801779,0.3806349,0.20886108,-0.47133282,0.4451017,-0.4427492,-0.056903448,0.31910068,-0.41678473,0.16316783,-0.395135,-0.022741755,-0.34403953,0.31320882,-0.31888297,0.23023096,0.22846296,0.06525857,-0.2775845,-0.045701943,-0.4083328,-0.18507858,0.17254122,-0.22565082,-0.09168406,0.30313364,0.031362906,0.19267932,0.5155502,0.04947759,-0.46303168,-0.5176835,0.2319974,-0.06904353,-0.34915012,-0.50989324,0.40013388,0.31690392,-0.09441397,-0.19267212,-0.4071213,-0.46036336,0.08567121,0.4813286,0.55734247,0.48289537,0.38534993,0.08729088,-0.14356053,0.40496343,0.27149883,-0.23111345,0.13058464,-0.2876204,-0.46202382,-0.44814,-0.022224465,-0.4891305,0.06469978,-0.13357215,0.15285985,0.14692575,-0.1406746
0.005669026,0.095539816,-0.014414605,-0.033037033,-0.017756669,0.0,-0.011406829,-0.0064727566,0.015024627,-0.002522426,0.036961436,-0.025080567,0.022092264,0.024614418,-0.01788511,-3.4500736e-5,-0.0031432319,-0.017357979,0.064257324,0.0064809793,0.015938193,0.027645065,-0.030215356,0.0051221135,-0.007154127,0.0052494514,0.014679807,-0.012634608,0.0059561282,-0.009125666,-0.025276082,0.0059682224,-0.016899627,0.017427595,-0.0054258886,0.0022456578,-0.015478011,-0.0056551527,0.022525279,-0.026960881,-0.012622263,0.014368753,-0.11418065,-0.030474465,0.010881526,0.0014734837,0.011460868,-0.017850388,0.020946827,0.02237727,0.010612799,0.016235175,-0.005417642,0.008091074,0.0063060285,0.026697678,0.0058497437,-0.008040441,0.012944568,0.012767317,0.01343117,0.0070939297,0.015480041,0.04362631,-0.04989238,-0.018418828,0.00041299724,0.024819933,0.002887525,0.010387069,-0.00024215678
0.009206505,-0.038615994,0.0317756,0.046307817,0.019058494,0.0,0.014345594,0.0014599147,-0.008518314,0.0005211316,-0.017996237,0.030433746,-0.0041359086,0.02371624,0.058624495,0.002298033,-0.007321244,-0.006608523,-0.1070552,-0.0036146345,-0.010578893,-0.014025658,-0.016951466,0.0046013896,-0.0019054713,-0.0047593587,0.0121627385,0.020648118,-0.0012709148,-0.022072058,-0.019148547,0.031078614,-0.008047382,0.016450519,0.021156866,-0.012546867,0.008641748,0.034446236,0.003477132,0.0020834776,-0.0006013778,-0.019457443,-0.12966067,0.025890576,-0.0035367825,0.0046041426,-0.013094142,-0.018776983,-0.02658367,0.021678166,0.03932027,-0.014497823,-0.008661967,0.021203827,-0.007815918,0.025102675,-0.014807356,-0.008182994,0.020603044,-0.024197148,-0.015317296,-0.009579201,0.014049639,0.044975284,-0.002140806,0.020961061,-0.03885657,0.02383363,-0.0013655883,-0.007361937,0.0060634925
-0.01045117,0.037156466,0.026140228,0.046326466,-0.027408319,0.0,0.012243235,0.036143735,0.0022745177,-0.025576206,-0.014719841,-0.03518584,0.023914216,0.011622354,-0.020789824,-0.0097000385,0.004713196,-0.027099658,0.032022156,-0.005690041,0.017854873,-0.0010664194,-0.005492525,0.0049536624,0.0064180386,0.015922694,-0.0076583037,0.014400001,0.26846,-0.018602552,0.014305824,-0.0060049132,-0.0065792007,0.016580708,0.018455595,-0.010978353,0.0077355723,-0.0011853745,-0.03694548,0.03961688,-0.045154046,0.022815853,-0.07879575,0.015732815,-0.010328245,0.0048751347,0.0041444064,-0.014401619,-0.0066213785,-0.023654105,-0.05116486,0.013864683,-0.0582869,0.005653818,-0.01066665,0.009879035,-0.018622626,0.009192144,0.017376177,-0.011439479,-0.020018155,0.023390247,0.007815639,0.0015061308,-0.043529842,-0.0046990775,-0.053139396,0.036273867,-0.0038814445,-0.0055657155,-0.0024464251
-0.012587202,0.07463373,0.04509686,0.024374835,0.009209484,0.0,0.011058161,-0.010054378,-0.016235702,-0.010481286,0.008449861,0.0011356827,0.007883159,0.029271625,-0.017043145,-0.0012894706,-0.007139974,0.012094109,-0.023095349,-0.015517216,-0.016838428,-0.06487649,-0.010818639,0.005256549,-0.00115836,0.0015995234,0.021656256,-0.014697436,0.006308039,0.01818957,-0.00721867,0.002698719,0.019184276,-0.020497698,0.018425385,0.008719898,-0.0021252744,-0.033432543,0.02944789,-0.030841803,-0.056944564,-0.003350157,0.11696745,-0.026514657,-0.02114377,-0.005219756,0.009483,-0.01182099,0.044674054,0.0013744303,0.03772851,-0.014125724,-0.01430554,0.031818144,-0.009858769,0.021417612,0.026819611,-0.010520481,0.0041651586,0.008182086,0.00027207276,0.023139333,0.018417275,0.055435903,0.022976866,0.02365161,0.0020763641,0.026588857,-0.0020509602,-0.007616179,0.0013554051
-0.0053640692,-0.038868822,-0.017012337,0.04240968,0.022788038,0.0,0.008686514,0.014213249,0.006738497,0.08652797,0.019304434,0.021141395,0.022700006,-0.027741536,0.052681673,-0.013463441,0.013362984,-0.024452625,-0.05339647,0.0099269,-0.009134384,0.005366201,0.007095088,0.0047979685,-0.0022539622,0.0058028228,0.003104948,0.010491069,-0.0053021214,0.01872254,0.007954472,-0.0029963374,0.020001959,-0.036659855,0.03770544,0.026157897,0.00035198286,-0.041361142,0.021965269,0.030202439,0.01732531,0.029710624,0.12720396,0.02828212,0.008853643,-0.0032716119,-0.011422267,-0.017692722,-0.15380697,-0.024077147,0.0527587,0.011806336,-0.018672602,0.004132579,0.01543848,-0.027752684,-0.004782075,0.0022497757,0.02747718,0.007321248,0.018239798,-0.059705824,-0.0149874715,0.036564328,-0.013759683,0.019853232,-0.027787404,0.022697767,0.0013707122,0.0075638555,0.0059553413
-0.00025423247,-0.044159044,0.03587647,-0.04845807,0.026589653,0.0,0.017116943,-0.0030652552,-0.01469672,0.02357654,-0.011901917,-0.0144238,0.004316683,-0.03368814,0.03093532,0.0029461132,-0.0054574176,-0.010502391,-0.049774554,-0.004145486,-0.027752407,0.047935847,0.02141338,0.0038689307,0.0014666886,0.005185167,0.015561888,0.0066188998,0.0021327557,0.017968126,-0.013854731,-0.001797657,-0.015291912,-0.016490372,-0.008782926,-0.006825307,0.0029296586,-0.010367948,0.015058312,-0.027498445,-0.0061800936,0.02387014,-0.0055472455,0.03193108,-0.023192741,-0.002412646,0.018516699,-0.017723275,-0.024106935,0.028007617,-0.053494487,0.017859392,-0.061002772,-0.0038452314,0.011393868,0.01532107,0.010243174,0.004372945,0.015354928,-0.016979927,-0.018449487,0.05239765,-0.01662467,-0.044965606,-0.05670879,-0.011670645,-0.029622963,0.031265933,0.0012495648,-0.008412786,-0.005201636
-0.0013639822,-0.02722628,-0.040223747,0.008001218,0.025551617,0.0,-0.017941592,-0.005366856,0.0169504,-0.00030965323,-0.016773058,0.03214813,-0.013079351,-0.021300022,0.05863435,-0.012532914,0.0023980069,-0.022696337,-0.04445576,0.004992919,0.030410632,0.05976066,0.011965916,0.004764395,-0.0018799922,-0.0052321926,-0.016188586,-0.015972955,0.0049748505,-0.020330386,-0.0013691778,0.0054282327,0.01734637,-0.019786093,-0.019089168,0.016312368,-0.0049578384,-0.044220053,0.022977468,-0.026105845,0.0037951295,0.006275879,0.09631103,0.02657888,-0.012514264,0.006159963,-0.03400975,-0.017223528,-0.03495663,0.020057382,0.026605425,-0.0019781422,0.029551717,-0.038072497,0.013947528,0.02952428,-0.0013934978,-0.0096523315,-0.011627951,-0.022873076,-0.020236043,0.040656675,-0.015676197,0.055368397,-0.037009653,0.017723385,0.008200575,-0.03329931,-0.008991364,0.007524934,-0.0048153754
-0.0076613394,0.045036074,0.04735168,-0.052899677,0.020949867,0.0,0.018316712,0.013885843,0.011426786,-0.01725628,-0.021513617,-0.050457127,-0.02209863,-0.00856112,0.1136134,-0.0012784773,-0.0032166867,-0.017990815,0.0146474745,-0.008199623,-0.025955506,-0.02750469,0.014651345,-0.00478305,0.003227238,-0.0054280767,-0.014686294,-0.027599508,0.005226684,0.024382912,-0.015829261,-0.0049536335,0.01212099,0.0035898353,0.0076263715,-0.007579331,-0.0026913066,-0.022538697,-0.01997217,-0.024778813,-0.0020934758,-0.027511666,0.08630309,-0.021036366,0.012232954,-0.005863027,0.004091083,-0.0178786,0.016780104,-0.034893204,-0.0022508733,0.013944325,0.06348342,0.0069438014,-0.006294581,0.030616723,0.025134314,-0.013389422,-0.022985125,0.011735569,0.0031472277,0.009771335,-0.028488953,-0.044709355,0.022994049,0.01653702,0.027981795,0.040427506,0.0019600035,0.0028980402,-0.001175501
